x,y,z
0.7424215078353882, -0.01683809608221054, -4.335109710693359
0.7546828985214233, -0.019255416467785835, -4.400460720062256
0.7675793170928955, -0.01828932948410511, -4.462688446044922
0.7886969447135925, -0.015900831669569016, -4.544832706451416
0.8077952861785889, -0.01341969333589077, -4.603715896606445
0.8277981281280518, -0.009199070744216442, -4.658512115478516
0.8493465185165405, -0.010237304493784904, -4.714132308959961
0.8691714406013489, -0.010649786330759525, -4.762645244598389
0.8907630443572998, -0.014695195481181145, -4.817033290863037
0.9088132381439209, -0.01589360274374485, -4.8662004470825195
0.9282819032669067, -0.019328206777572632, -4.921971797943115
0.9431452751159668, -0.01981237344443798, -4.971485614776611
0.956234335899353, -0.022077590227127075, -5.028043746948242
0.9654728770256042, -0.024744680151343346, -5.0769944190979
0.9724873304367065, -0.030530117452144623, -5.130314826965332
0.973432719707489, -0.03928355500102043, -5.167428493499756
0.9798957109451294, -0.04965069144964218, -5.2194061279296875
0.9836768507957458, -0.057427629828453064, -5.254180908203125
0.9963963627815247, -0.0677192285656929, -5.304471969604492
1.0089844465255737, -0.07611004263162613, -5.344182968139648
1.028359055519104, -0.08166759461164474, -5.394106864929199
1.0485318899154663, -0.08512704819440842, -5.434060096740723
1.0736936330795288, -0.08604773133993149, -5.483272075653076
1.1018736362457275, -0.08588522672653198, -5.526654243469238
1.1339675188064575, -0.08264356106519699, -5.570855140686035
1.1684682369232178, -0.08120127767324448, -5.607190132141113
1.2066174745559692, -0.07939703017473221, -5.642795562744141
1.2442436218261719, -0.07883951812982559, -5.671453475952148
1.2857571840286255, -0.07988592982292175, -5.701237678527832
1.3268805742263794, -0.08180765807628632, -5.726660251617432
1.371992826461792, -0.08398960530757904, -5.74979829788208
1.4154932498931885, -0.08421199023723602, -5.76701021194458
1.462251901626587, -0.08142338693141937, -5.782477378845215
1.508338212966919, -0.07712481915950775, -5.796049118041992
1.5568584203720093, -0.07080286741256714, -5.808112621307373
1.604555606842041, -0.06830141693353653, -5.8193888664245605
1.653517723083496, -0.06468382477760315, -5.8297905921936035
1.6985948085784912, -0.06302067637443542, -5.838250637054443
1.7485311031341553, -0.06203963980078697, -5.843860149383545
1.7956557273864746, -0.05994074046611786, -5.846578121185303
1.8477176427841187, -0.061257246881723404, -5.848601818084717
1.8993936777114868, -0.05935487896203995, -5.850090503692627
1.9520593881607056, -0.05847401171922684, -5.849956512451172
2.004972457885742, -0.05703506991267204, -5.852028846740723
2.057727575302124, -0.05505373701453209, -5.850369930267334
2.1259119510650635, -0.04704030230641365, -5.846850872039795
2.1784214973449707, -0.04209114983677864, -5.840624809265137
2.2275335788726807, -0.03916771337389946, -5.831518173217773
2.2767117023468018, -0.036926399916410446, -5.822807788848877
2.322796583175659, -0.03692637011408806, -5.811954498291016
2.373103141784668, -0.03858986869454384, -5.800437927246094
2.421158790588379, -0.04059189185500145, -5.78615665435791
2.4699463844299316, -0.04187319055199623, -5.770819187164307
2.5174148082733154, -0.04326515644788742, -5.755052089691162
2.5674235820770264, -0.04341435059905052, -5.739923000335693
2.618187189102173, -0.039648715406656265, -5.7278151512146
2.668060064315796, -0.03547951579093933, -5.717966079711914
2.7160446643829346, -0.03183317556977272, -5.710943698883057
2.766167402267456, -0.03168809041380882, -5.704542636871338
2.8123629093170166, -0.02944105863571167, -5.701350212097168
2.859790325164795, -0.029310841113328934, -5.698812961578369
2.91457462310791, -0.03027479350566864, -5.695956707000732
2.9763519763946533, -0.0308321975171566, -5.6933088302612305
3.0291178226470947, -0.029832448810338974, -5.693232536315918
3.0941576957702637, -0.030093040317296982, -5.694616794586182
3.1493921279907227, -0.02790018916130066, -5.697717189788818
3.2052109241485596, -0.022878892719745636, -5.702856063842773
3.2670955657958984, -0.020224513486027718, -5.707606315612793
3.32356595993042, -0.017482468858361244, -5.714105606079102
3.3733327388763428, -0.013418908230960369, -5.72272253036499
3.42020320892334, -0.012202923186123371, -5.7328572273254395
3.469517707824707, -0.013332152739167213, -5.744587421417236
3.509784698486328, -0.01697387732565403, -5.757509708404541
3.561138391494751, -0.021598665043711662, -5.772006511688232
3.6043999195098877, -0.025519724935293198, -5.786540985107422
3.654654026031494, -0.027684234082698822, -5.803873062133789
3.696974754333496, -0.02891162969172001, -5.82219123840332
3.7429401874542236, -0.029221918433904648, -5.843780517578125
3.789031505584717, -0.03062797337770462, -5.867935657501221
3.827000379562378, -0.030999816954135895, -5.893908500671387
3.8653810024261475, -0.03367991000413895, -5.92100715637207
3.9060211181640625, -0.036561012268066406, -5.9492998123168945
3.942507266998291, -0.03999030962586403, -5.978501796722412
3.9820377826690674, -0.044059962034225464, -6.009415626525879
4.022048473358154, -0.04738585650920868, -6.042087554931641
4.057955741882324, -0.048196543008089066, -6.075839519500732
4.094682216644287, -0.04550809785723686, -6.110665321350098
4.132192611694336, -0.04250108450651169, -6.146279335021973
4.170596122741699, -0.04035336151719093, -6.183297634124756
4.202122211456299, -0.03784957900643349, -6.218432903289795
4.2356367111206055, -0.0369328148663044, -6.252010345458984
4.267001628875732, -0.038765594363212585, -6.288475513458252
4.298789024353027, -0.04314746707677841, -6.326845169067383
4.333471298217773, -0.04822517931461334, -6.36799955368042
4.3683671951293945, -0.053713712841272354, -6.410186290740967
4.398489475250244, -0.05934092402458191, -6.451154708862305
4.431618690490723, -0.06131219491362572, -6.4946818351745605
4.456177234649658, -0.06026000529527664, -6.5353102684021
4.481314182281494, -0.05784478411078453, -6.581477165222168
4.5020222663879395, -0.055767081677913666, -6.628115653991699
4.519769668579102, -0.0551600307226181, -6.6752543449401855
4.532717227935791, -0.05606260895729065, -6.720419406890869
4.546232223510742, -0.05966977775096893, -6.76791524887085
4.555771350860596, -0.0633174255490303, -6.81421422958374
4.565445899963379, -0.0681883692741394, -6.864800930023193
4.572142124176025, -0.07184998691082001, -6.910815238952637
4.578396797180176, -0.07294930517673492, -6.963039875030518
4.582555770874023, -0.07063517719507217, -7.0143914222717285
4.586372375488281, -0.06549428403377533, -7.064035415649414
4.590113639831543, -0.060729410499334335, -7.114493370056152
4.591114521026611, -0.05674482882022858, -7.162959098815918
4.592709064483643, -0.05615420639514923, -7.207437515258789
4.590614318847656, -0.057704515755176544, -7.2561516761779785
4.586788177490234, -0.06316830962896347, -7.3039164543151855
4.582155704498291, -0.06853187829256058, -7.354926586151123
4.5761542320251465, -0.07732800394296646, -7.40443229675293
4.568599700927734, -0.08016198128461838, -7.455740451812744
4.558060646057129, -0.08267861604690552, -7.506541728973389
4.543451309204102, -0.08137007057666779, -7.556250095367432
4.5248003005981445, -0.08007990568876266, -7.602519989013672
4.505198001861572, -0.08089719712734222, -7.648094654083252
4.485564231872559, -0.08382979035377502, -7.689547538757324
4.4654316902160645, -0.08333254605531693, -7.731459617614746
4.443531036376953, -0.08933266252279282, -7.775123119354248
4.420191287994385, -0.0966818556189537, -7.819921493530273
4.401211261749268, -0.1003899797797203, -7.867920398712158
4.376294136047363, -0.10387197881937027, -7.91454553604126
4.35123348236084, -0.10270446538925171, -7.9642014503479
4.325387001037598, -0.09951906651258469, -8.009040832519531
4.29913330078125, -0.09649421274662018, -8.05459976196289
4.273134708404541, -0.09180446714162827, -8.097709655761719
4.24879264831543, -0.08809386193752289, -8.138644218444824
4.2224860191345215, -0.0872190073132515, -8.179434776306152
4.197540760040283, -0.08922269940376282, -8.21539306640625
4.169628143310547, -0.09377679228782654, -8.256399154663086
4.1452531814575195, -0.09649423509836197, -8.291070938110352
4.116813659667969, -0.10023973137140274, -8.331267356872559
4.088037490844727, -0.09890808165073395, -8.363110542297363
4.055201530456543, -0.09845498949289322, -8.400497436523438
4.021381855010986, -0.09582101553678513, -8.429160118103027
3.984701156616211, -0.0936138927936554, -8.462006568908691
3.947587013244629, -0.09375756978988647, -8.488471031188965
3.90991473197937, -0.09355156868696213, -8.51650619506836
3.8709843158721924, -0.09668099135160446, -8.545547485351562
3.8172242641448975, -0.1008586660027504, -8.58757495880127
3.775020122528076, -0.10586948692798615, -8.61754035949707
3.7279787063598633, -0.10715941339731216, -8.652604103088379
3.684767246246338, -0.10741795599460602, -8.683667182922363
3.641817569732666, -0.10417068749666214, -8.717288970947266
3.5997190475463867, -0.09975683689117432, -8.749147415161133
3.5588738918304443, -0.09750589728355408, -8.78249740600586
3.5196003913879395, -0.09413303434848785, -8.814400672912598
3.480597972869873, -0.09335500746965408, -8.848620414733887
3.4419925212860107, -0.09386783838272095, -8.882293701171875
3.4016456604003906, -0.09493528306484222, -8.919899940490723
3.362335205078125, -0.09641150385141373, -8.955290794372559
3.319261312484741, -0.09523119777441025, -8.99692153930664
3.2799909114837646, -0.09451431035995483, -9.031018257141113
3.233647584915161, -0.09214620292186737, -9.06788158416748
3.19018816947937, -0.08967215567827225, -9.096522331237793
3.14463210105896, -0.08625489473342896, -9.121443748474121
3.099439859390259, -0.08461660891771317, -9.142279624938965
3.05295467376709, -0.08309078961610794, -9.16445541381836
3.0095717906951904, -0.08380622416734695, -9.180721282958984
2.962878704071045, -0.08787168562412262, -9.198687553405762
2.918043851852417, -0.09340619295835495, -9.21348762512207
2.8666436672210693, -0.09879973530769348, -9.234546661376953
2.818512439727783, -0.10236123204231262, -9.25017261505127
2.7655787467956543, -0.10368338227272034, -9.270902633666992
2.7158336639404297, -0.1036277636885643, -9.287677764892578
2.666158676147461, -0.10229447484016418, -9.304612159729004
2.618021249771118, -0.0999581590294838, -9.322175025939941
2.5711331367492676, -0.0977453738451004, -9.340356826782227
2.527329921722412, -0.0982515886425972, -9.355969429016113
2.484560489654541, -0.10074381530284882, -9.369335174560547
2.4383440017700195, -0.10759510844945908, -9.381426811218262
2.393247604370117, -0.11368424445390701, -9.393993377685547
2.345919370651245, -0.12075381726026535, -9.404221534729004
2.299227476119995, -0.12466756999492645, -9.4152250289917
2.252356767654419, -0.1266002357006073, -9.422772407531738
2.208099365234375, -0.12856128811836243, -9.42555046081543
2.163241386413574, -0.1273382008075714, -9.427621841430664
2.1230502128601074, -0.12856879830360413, -9.426814079284668
2.0798556804656982, -0.129563108086586, -9.423810958862305
2.040040969848633, -0.1307198703289032, -9.41775131225586
1.9983036518096924, -0.13392820954322815, -9.4104642868042
1.9544563293457031, -0.13684581220149994, -9.402188301086426
1.9117838144302368, -0.1401612013578415, -9.391286849975586
1.861710548400879, -0.14183971285820007, -9.38065242767334
1.8165279626846313, -0.143367737531662, -9.366175651550293
1.7676466703414917, -0.1412430852651596, -9.351993560791016
1.7219979763031006, -0.13924260437488556, -9.336225509643555
1.6779590845108032, -0.13674324750900269, -9.321990013122559
1.6328015327453613, -0.13403120636940002, -9.306463241577148
1.5900169610977173, -0.13089096546173096, -9.29029655456543
1.5459479093551636, -0.13038545846939087, -9.27344799041748
1.5057257413864136, -0.13361094892024994, -9.254663467407227
1.4615318775177002, -0.13565823435783386, -9.23476505279541
1.4200369119644165, -0.14078448712825775, -9.213184356689453
1.3764983415603638, -0.14170750975608826, -9.191544532775879
1.3358975648880005, -0.1403811126947403, -9.1689453125
1.293155550956726, -0.13819096982479095, -9.143197059631348
1.2550400495529175, -0.13455359637737274, -9.11451244354248
1.2175034284591675, -0.13234181702136993, -9.0851411819458
1.187292456626892, -0.1318562924861908, -9.056973457336426
1.1541963815689087, -0.13145937025547028, -9.026317596435547
1.1286907196044922, -0.13472029566764832, -8.995710372924805
1.0946648120880127, -0.1393519788980484, -8.96151351928711
1.0587220191955566, -0.14285282790660858, -8.9270601272583
1.022608757019043, -0.1472858041524887, -8.889532089233398
0.9821441769599915, -0.1484299749135971, -8.852516174316406
0.9436230063438416, -0.15069568157196045, -8.811923027038574
0.8998866081237793, -0.15043127536773682, -8.769503593444824
0.8600136041641235, -0.14869841933250427, -8.731086730957031
0.8200965523719788, -0.14665034413337708, -8.694053649902344
0.7835436463356018, -0.14450198411941528, -8.659775733947754
0.7497591376304626, -0.1427561193704605, -8.627241134643555
0.7144415378570557, -0.14494949579238892, -8.591760635375977
0.6788584589958191, -0.14264895021915436, -8.5548734664917
0.6445165872573853, -0.14476926624774933, -8.51827621459961
0.6127486228942871, -0.14409713447093964, -8.48106861114502
0.5795472860336304, -0.14253297448158264, -8.444101333618164
0.5534456372261047, -0.1413305699825287, -8.409074783325195
0.5236362814903259, -0.13737088441848755, -8.371001243591309
0.4976537823677063, -0.1375495195388794, -8.333039283752441
0.46968090534210205, -0.13551686704158783, -8.293111801147461
0.4436635673046112, -0.13362926244735718, -8.252554893493652
0.41742363572120667, -0.1305992752313614, -8.211952209472656
0.39096394181251526, -0.12615641951560974, -8.16854190826416
0.36634281277656555, -0.12155628204345703, -8.125547409057617
0.3396959602832794, -0.11713011562824249, -8.077875137329102
0.3164585530757904, -0.10960949212312698, -8.032278060913086
0.28956350684165955, -0.10349481552839279, -7.982034683227539
0.2682764530181885, -0.09668393433094025, -7.934659004211426
0.24467884004116058, -0.0951930359005928, -7.884759426116943
0.22342127561569214, -0.09175723791122437, -7.839297294616699
0.1990193873643875, -0.09058139473199844, -7.793710231781006
0.17788633704185486, -0.09231802821159363, -7.75105619430542
0.154607892036438, -0.0977291688323021, -7.708685398101807
0.13346365094184875, -0.10608968138694763, -7.664964199066162
0.10783709585666656, -0.1171785444021225, -7.618249893188477
0.08563730120658875, -0.12636789679527283, -7.573755741119385
0.04900306463241577, -0.13248108327388763, -7.520151138305664
0.027793625369668007, -0.13631564378738403, -7.476850509643555
-0.009733195416629314, -0.13361303508281708, -7.418452739715576
-0.03090318664908409, -0.13640683889389038, -7.374476909637451
-0.06474342197179794, -0.1360866129398346, -7.3146233558654785
-0.08307661861181259, -0.14040951430797577, -7.268176555633545
-0.11141175776720047, -0.14143770933151245, -7.209501266479492
-0.12970182299613953, -0.148201122879982, -7.163002014160156
-0.15384835004806519, -0.151859313249588, -7.10875940322876
-0.17257429659366608, -0.15852276980876923, -7.059187412261963
-0.19441980123519897, -0.16142553091049194, -7.005150318145752
-0.21230944991111755, -0.16471262276172638, -6.952641487121582
-0.23218423128128052, -0.16350789368152618, -6.897746562957764
-0.2510499060153961, -0.1596052050590515, -6.846172332763672
-0.26769864559173584, -0.15359443426132202, -6.796895980834961
-0.28854990005493164, -0.1502603441476822, -6.744064807891846
-0.307405024766922, -0.14850202202796936, -6.694585800170898
-0.3282923996448517, -0.1498958021402359, -6.643734931945801
-0.3477008044719696, -0.15230922400951385, -6.594545364379883
-0.36790382862091064, -0.15809054672718048, -6.542139530181885
-0.3864711821079254, -0.16352249681949615, -6.491671562194824
-0.405595600605011, -0.16956624388694763, -6.438346862792969
-0.4217608571052551, -0.175893172621727, -6.388182163238525
-0.43908801674842834, -0.18109461665153503, -6.334743022918701
-0.448470801115036, -0.18591023981571198, -6.286337375640869
-0.46076300740242004, -0.19550828635692596, -6.2333478927612305
-0.4641011655330658, -0.21122318506240845, -6.1934428215026855
-0.47201618552207947, -0.22899770736694336, -6.142302989959717
-0.47428205609321594, -0.24445092678070068, -6.0979228019714355
-0.48115161061286926, -0.2656274735927582, -6.047204971313477
-0.4788987934589386, -0.28632503747940063, -6.010997295379639
-0.4851745069026947, -0.3057062327861786, -5.960104942321777
-0.48647478222846985, -0.3266766369342804, -5.921553611755371
-0.49359580874443054, -0.341634064912796, -5.868673801422119
-0.49882450699806213, -0.35713908076286316, -5.822869300842285
-0.5064571499824524, -0.3670717775821686, -5.770747661590576
-0.5137613415718079, -0.3770756125450134, -5.7236647605896
-0.5241941213607788, -0.3840937614440918, -5.671464920043945
-0.5347493886947632, -0.39100414514541626, -5.620206832885742
-0.5502170920372009, -0.4003499448299408, -5.549160957336426
-0.5600454807281494, -0.4073048532009125, -5.499037265777588
-0.5703863501548767, -0.4158637523651123, -5.444122791290283
-0.5775048732757568, -0.42433539032936096, -5.393944263458252
-0.5853126645088196, -0.4312202036380768, -5.339556694030762
-0.5927594900131226, -0.4380122721195221, -5.2830634117126465
-0.5985546112060547, -0.4384620189666748, -5.226943492889404
-0.6041160225868225, -0.43898481130599976, -5.169872283935547
-0.6078885197639465, -0.43855518102645874, -5.114760875701904
-0.6120924949645996, -0.4368838369846344, -5.058569431304932
-0.6133493185043335, -0.4356063902378082, -5.003942012786865
-0.6147148013114929, -0.4315490126609802, -4.9527506828308105
-0.6143342852592468, -0.433745414018631, -4.895683765411377
-0.613490104675293, -0.43222182989120483, -4.841498374938965
-0.6123348474502563, -0.4334249496459961, -4.7817487716674805
-0.6105573773384094, -0.43046835064888, -4.7268805503845215
-0.6095043420791626, -0.4267481565475464, -4.667507648468018
-0.6056583523750305, -0.4216355085372925, -4.615220069885254
-0.6043184399604797, -0.4176153242588043, -4.557244300842285
-0.6022874116897583, -0.4106002151966095, -4.505504131317139
-0.6004024744033813, -0.4056761860847473, -4.4489946365356445
-0.5964850187301636, -0.39975640177726746, -4.403330326080322
-0.592201828956604, -0.3985466957092285, -4.3456573486328125
-0.5854901671409607, -0.39376917481422424, -4.299067974090576
-0.5788622498512268, -0.3907989263534546, -4.2427825927734375
-0.5699623823165894, -0.3846071660518646, -4.19650936126709
-0.5605924129486084, -0.3786458671092987, -4.14321231842041
-0.5489208102226257, -0.3710755407810211, -4.097217082977295
-0.534814178943634, -0.36339330673217773, -4.048846244812012
-0.5188232660293579, -0.3546535074710846, -4.010066509246826
-0.5024415850639343, -0.3446877598762512, -3.9667270183563232
-0.4837857186794281, -0.3371690511703491, -3.9283318519592285
-0.4645961821079254, -0.32937806844711304, -3.8843092918395996
-0.44423970580101013, -0.3214174509048462, -3.844085693359375
-0.42362692952156067, -0.31306007504463196, -3.7986669540405273
-0.4037979543209076, -0.3032665550708771, -3.7557029724121094
-0.383505642414093, -0.2929767072200775, -3.7104289531707764
-0.3641282618045807, -0.2792045474052429, -3.667964458465576
-0.3448476195335388, -0.26361843943595886, -3.6265335083007812
-0.325094074010849, -0.24807675182819366, -3.5846128463745117
-0.30645686388015747, -0.2333386242389679, -3.5447516441345215
-0.2866695523262024, -0.2198963761329651, -3.5044968128204346
-0.26712316274642944, -0.20923735201358795, -3.4659574031829834
-0.24596014618873596, -0.20168282091617584, -3.4250144958496094
-0.22415366768836975, -0.19640275835990906, -3.3859527111053467
-0.20182698965072632, -0.19187970459461212, -3.34555983543396
-0.1800372451543808, -0.18893027305603027, -3.308286428451538
-0.15727868676185608, -0.18633480370044708, -3.27083683013916
-0.13293394446372986, -0.18443673849105835, -3.2348756790161133
-0.10687518864870071, -0.18318071961402893, -3.2007455825805664
-0.08001099526882172, -0.18290714919567108, -3.169787883758545
-0.04906846210360527, -0.18274667859077454, -3.135610580444336
-0.019466714933514595, -0.18586622178554535, -3.1081957817077637
0.01335968915373087, -0.18624387681484222, -3.0724189281463623
0.04515141248703003, -0.19298885762691498, -3.0461013317108154
0.0799207016825676, -0.19708824157714844, -3.0131044387817383
0.11535731703042984, -0.2038286030292511, -2.987837314605713
0.15560075640678406, -0.2082025557756424, -2.9571592807769775
0.1946094036102295, -0.21252308785915375, -2.9329655170440674
0.2363177239894867, -0.2132813036441803, -2.903424024581909
0.27469030022621155, -0.2137974351644516, -2.8824074268341064
0.3169635534286499, -0.21077045798301697, -2.8584723472595215
0.35455888509750366, -0.21149900555610657, -2.838120698928833
0.3926125466823578, -0.21204879879951477, -2.819303274154663
0.42997124791145325, -0.21456126868724823, -2.800612688064575
0.46791625022888184, -0.21851375699043274, -2.7845232486724854
0.5077216625213623, -0.2226448804140091, -2.7670278549194336
0.5486772060394287, -0.22615286707878113, -2.7507760524749756
0.587928056716919, -0.22705812752246857, -2.735265016555786
0.6272702217102051, -0.22642125189304352, -2.720494508743286
0.6692149639129639, -0.22373981773853302, -2.7084858417510986
0.7124403119087219, -0.2218598872423172, -2.698298454284668
0.7525984048843384, -0.2190568447113037, -2.6906650066375732
0.7922857403755188, -0.21885228157043457, -2.6844756603240967
0.8320881724357605, -0.2174757421016693, -2.6811671257019043
0.8720723390579224, -0.21618598699569702, -2.6776442527770996
0.9139108061790466, -0.21832521259784698, -2.67573618888855
0.9550806879997253, -0.21928639709949493, -2.6735429763793945
0.9996121525764465, -0.2224166989326477, -2.6739919185638428
1.0466914176940918, -0.22489915788173676, -2.673985719680786
1.0938832759857178, -0.22530917823314667, -2.677373170852661
1.1447991132736206, -0.22213533520698547, -2.67921781539917
1.1896027326583862, -0.21749882400035858, -2.683488368988037
1.235676646232605, -0.2128048837184906, -2.6889448165893555
1.280250072479248, -0.20920367538928986, -2.692784309387207
1.322441816329956, -0.20595525205135345, -2.6978204250335693
1.3649356365203857, -0.2061973661184311, -2.701991558074951
1.4057282209396362, -0.20776040852069855, -2.7071731090545654
1.4501006603240967, -0.21051542460918427, -2.712674617767334
1.496894359588623, -0.21188496053218842, -2.7186942100524902
1.54192054271698, -0.21374258399009705, -2.7257063388824463
1.586586356163025, -0.21405646204948425, -2.7325875759124756
1.6327797174453735, -0.21351294219493866, -2.741677761077881
1.6728227138519287, -0.21111592650413513, -2.7517950534820557
1.7142003774642944, -0.20914259552955627, -2.7645111083984375
1.753869652748108, -0.20801942050457, -2.778397560119629
1.7926585674285889, -0.2082824856042862, -2.793994426727295
1.8328076601028442, -0.2061459869146347, -2.8106491565704346
1.8712202310562134, -0.20981575548648834, -2.8286375999450684
1.9115248918533325, -0.21388083696365356, -2.8483006954193115
1.9512507915496826, -0.21894265711307526, -2.8698112964630127
1.9941017627716064, -0.22277022898197174, -2.892399787902832
2.034727096557617, -0.2255995124578476, -2.9168643951416016
2.0750086307525635, -0.22667492926120758, -2.9416520595550537
2.1137092113494873, -0.22520814836025238, -2.9666314125061035
2.1464319229125977, -0.22534145414829254, -2.9924793243408203
2.1850295066833496, -0.22341690957546234, -3.0168936252593994
2.2151176929473877, -0.22137382626533508, -3.0389645099639893
2.251790761947632, -0.22150161862373352, -3.061720132827759
2.275564193725586, -0.22286945581436157, -3.083059310913086
2.3131625652313232, -0.22530849277973175, -3.1079652309417725
2.3430659770965576, -0.22544103860855103, -3.131761312484741
2.3791403770446777, -0.22646483778953552, -3.1565587520599365
2.4094130992889404, -0.22566159069538116, -3.1803717613220215
2.443042516708374, -0.22261746227741241, -3.2072393894195557
2.4677908420562744, -0.21969282627105713, -3.233254909515381
2.496137857437134, -0.21478715538978577, -3.26076078414917
2.5140347480773926, -0.21145480871200562, -3.2852845191955566
2.5390496253967285, -0.20942279696464539, -3.3143231868743896
2.5586178302764893, -0.20760653913021088, -3.3425803184509277
2.583794355392456, -0.20897671580314636, -3.373131275177002
2.6089913845062256, -0.2102532535791397, -3.4048750400543213
2.6351590156555176, -0.21268028020858765, -3.4385368824005127
2.6674444675445557, -0.213860884308815, -3.475114345550537
2.693863868713379, -0.21365149319171906, -3.5104587078094482
2.724365472793579, -0.2111300230026245, -3.5480217933654785
2.750943422317505, -0.20649884641170502, -3.5839407444000244
2.7772693634033203, -0.20048010349273682, -3.6199777126312256
2.8062961101531982, -0.1959884762763977, -3.6558241844177246
2.8392093181610107, -0.19132184982299805, -3.6907646656036377
2.8672006130218506, -0.1886923611164093, -3.7215869426727295
2.8998794555664062, -0.18478432297706604, -3.7555689811706543
2.929459571838379, -0.1861048936843872, -3.7877681255340576
2.9673006534576416, -0.18773715198040009, -3.828707456588745
2.996321201324463, -0.19004583358764648, -3.8615057468414307
3.0249125957489014, -0.1901388168334961, -3.8943076133728027
3.0521936416625977, -0.1897108256816864, -3.92901611328125
3.080022096633911, -0.1847241371870041, -3.9685113430023193
3.1022143363952637, -0.18196077644824982, -4.002676486968994
3.1228301525115967, -0.18003489077091217, -4.038630962371826
3.1437742710113525, -0.17788822948932648, -4.075402736663818
3.1615657806396484, -0.17800387740135193, -4.11012077331543
3.179422378540039, -0.18072842061519623, -4.14631462097168
3.198214054107666, -0.18349364399909973, -4.183794021606445
3.215876340866089, -0.1867760270833969, -4.2220587730407715
3.23371958732605, -0.18933255970478058, -4.261146545410156
3.250869035720825, -0.18958759307861328, -4.300568580627441
3.268637180328369, -0.18760034441947937, -4.340938091278076
3.2870187759399414, -0.18530546128749847, -4.3793535232543945
3.3057148456573486, -0.18391838669776917, -4.418171405792236
3.3267977237701416, -0.18162748217582703, -4.456916332244873
3.3460583686828613, -0.18075618147850037, -4.491307735443115
3.3646504878997803, -0.18000811338424683, -4.5251898765563965
3.3836193084716797, -0.1785968542098999, -4.5627055168151855
3.3995234966278076, -0.18212489783763885, -4.600249767303467
3.4137325286865234, -0.18454985320568085, -4.641159534454346
3.423175096511841, -0.1885281354188919, -4.679471015930176
3.428049087524414, -0.1901855170726776, -4.718524932861328
3.4301397800445557, -0.18998660147190094, -4.756181716918945
